origin,destination,weight,distance,carrier,season,weather_score,traffic_score,is_delayed,delay_days
Pune,Lucknow,2614,800,FedEx,Monsoon,8,5,1,4
Delhi,Pune,3891,800,FedEx,Summer,6,8,1,3
Mumbai,Lucknow,2423,800,DTDC,Summer,3,8,1,3
Jaipur,Delhi,1554,800,BlueDart,Summer,9,5,0,0
Bangalore,Ahmedabad,3540,800,DTDC,Monsoon,8,8,1,5
Mumbai,Chennai,2656,800,BlueDart,Winter,10,7,1,4
Ahmedabad,Hyderabad,4794,800,FedEx,Summer,6,3,0,0
Lucknow,Bangalore,2068,800,Delhivery,Monsoon,1,4,0,0
Kolkata,Jaipur,4524,800,Delhivery,Monsoon,2,7,0,0
Kolkata,Chennai,1155,1660,DHL,Autumn,4,4,0,0
Mumbai,Ahmedabad,920,800,DTDC,Summer,2,6,0,0
Jaipur,Lucknow,3316,800,DTDC,Winter,3,2,0,0
Ahmedabad,Delhi,1576,800,Delhivery,Autumn,8,2,0,0
Pune,Delhi,2405,800,BlueDart,Summer,9,3,1,3
Jaipur,Ahmedabad,3015,800,DTDC,Autumn,6,10,1,4
Hyderabad,Delhi,4517,800,BlueDart,Summer,4,7,0,0
Kolkata,Delhi,4258,1500,BlueDart,Autumn,2,3,0,0
Hyderabad,Chennai,101,800,BlueDart,Winter,7,3,1,3
Delhi,Lucknow,4002,800,BlueDart,Autumn,10,4,1,4
Chennai,Jaipur,340,800,DHL,Autumn,7,10,1,4
Bangalore,Delhi,964,800,DHL,Autumn,10,6,0,0
Ahmedabad,Jaipur,3790,800,Delhivery,Summer,9,1,0,0
Jaipur,Chennai,2611,800,DHL,Summer,5,6,1,3
Kolkata,Delhi,2987,1500,DTDC,Winter,10,8,0,0
Hyderabad,Pune,4299,800,DHL,Autumn,4,8,1,3
Lucknow,Hyderabad,539,800,DTDC,Monsoon,10,6,0,0
Delhi,Hyderabad,2902,800,DTDC,Autumn,6,6,0,0
Bangalore,Mumbai,1276,800,BlueDart,Monsoon,2,3,1,3
Bangalore,Delhi,1483,800,Delhivery,Monsoon,2,2,1,3
Jaipur,Pune,4744,800,BlueDart,Autumn,9,7,1,4
Ahmedabad,Mumbai,1607,800,BlueDart,Monsoon,7,8,0,0
Pune,Bangalore,2535,800,DHL,Monsoon,7,10,1,5
Lucknow,Delhi,4803,800,DHL,Autumn,5,6,0,0
Jaipur,Kolkata,3771,800,DTDC,Summer,7,5,1,3
Hyderabad,Chennai,2752,800,DHL,Autumn,9,4,0,0
Chennai,Pune,4645,800,DHL,Winter,10,1,1,3
Mumbai,Hyderabad,4435,800,FedEx,Monsoon,5,9,1,4
Pune,Jaipur,479,800,DTDC,Winter,9,10,1,4
Ahmedabad,Chennai,3840,800,DTDC,Monsoon,1,4,0,0
Delhi,Ahmedabad,543,800,FedEx,Summer,3,2,1,2
Pune,Chennai,4572,800,DTDC,Monsoon,7,4,1,4
Kolkata,Delhi,4065,1500,Delhivery,Autumn,4,5,1,3
Ahmedabad,Mumbai,3689,800,Delhivery,Monsoon,2,2,0,0
Chennai,Mumbai,4097,800,FedEx,Winter,3,7,0,0
Kolkata,Jaipur,771,800,DHL,Autumn,7,3,1,3
Pune,Chennai,900,800,Delhivery,Winter,8,8,1,4
Mumbai,Hyderabad,2365,800,FedEx,Summer,9,4,0,0
Mumbai,Jaipur,1965,800,Delhivery,Winter,6,5,1,3
Chennai,Pune,2981,800,BlueDart,Winter,10,3,1,3
Bangalore,Jaipur,1682,800,FedEx,Winter,9,5,0,0
Lucknow,Pune,2846,800,DTDC,Autumn,4,9,1,3
Delhi,Ahmedabad,4937,800,Delhivery,Summer,5,2,0,0
Bangalore,Delhi,4949,800,DTDC,Summer,1,7,1,2
Mumbai,Ahmedabad,3654,800,FedEx,Summer,9,10,1,4
Mumbai,Delhi,2307,800,Delhivery,Winter,9,8,0,0
Hyderabad,Mumbai,4071,800,DTDC,Autumn,9,3,1,4
Kolkata,Bangalore,3176,1900,DHL,Autumn,3,4,1,3
Pune,Bangalore,1329,800,DHL,Autumn,10,10,0,0
Delhi,Hyderabad,193,800,BlueDart,Winter,10,2,1,3
Chennai,Mumbai,1293,800,FedEx,Summer,10,10,1,4
Pune,Hyderabad,2856,800,DTDC,Winter,8,9,0,0
Hyderabad,Pune,2243,800,BlueDart,Autumn,3,3,0,0
Mumbai,Chennai,4098,800,FedEx,Winter,6,9,1,3
Chennai,Kolkata,1442,1660,DHL,Monsoon,5,7,1,4
Mumbai,Chennai,3150,800,DTDC,Summer,8,6,1,4
Delhi,Mumbai,1806,800,Delhivery,Summer,3,3,1,2
Kolkata,Jaipur,4732,800,DHL,Autumn,1,7,0,0
Pune,Delhi,2065,800,Delhivery,Winter,9,3,1,4
Pune,Mumbai,3346,800,Delhivery,Autumn,10,6,1,4
Bangalore,Jaipur,792,800,DTDC,Winter,9,8,1,4
Chennai,Pune,1517,800,DTDC,Monsoon,3,5,0,0
Lucknow,Ahmedabad,4880,800,Delhivery,Summer,2,3,1,2
Hyderabad,Chennai,3864,800,BlueDart,Summer,4,6,1,3
Lucknow,Jaipur,686,800,Delhivery,Winter,8,8,1,4
Bangalore,Ahmedabad,1840,800,Delhivery,Summer,6,10,1,4
Delhi,Bangalore,4100,800,DTDC,Winter,10,3,1,4
Hyderabad,Mumbai,4316,800,FedEx,Autumn,1,5,0,0
Kolkata,Mumbai,1370,800,DHL,Monsoon,8,9,1,5
Lucknow,Jaipur,4595,800,DTDC,Winter,5,10,1,4
Kolkata,Chennai,2696,1660,BlueDart,Monsoon,6,10,1,5
Lucknow,Kolkata,200,800,DHL,Autumn,5,3,0,0
Kolkata,Bangalore,852,1900,DTDC,Autumn,10,2,1,4
Lucknow,Chennai,344,800,DTDC,Autumn,5,8,0,0
Kolkata,Jaipur,1120,800,FedEx,Winter,3,7,0,0
Bangalore,Kolkata,588,1900,BlueDart,Monsoon,4,9,1,5
Ahmedabad,Lucknow,71,800,BlueDart,Monsoon,5,4,0,0
Hyderabad,Lucknow,396,800,DTDC,Summer,2,3,1,2
Chennai,Ahmedabad,1179,800,FedEx,Winter,6,10,1,4
Delhi,Bangalore,2210,800,DTDC,Summer,2,5,0,0
Jaipur,Ahmedabad,4724,800,Delhivery,Summer,4,1,0,0
Mumbai,Lucknow,1693,800,Delhivery,Winter,1,5,0,0
Chennai,Ahmedabad,496,800,FedEx,Summer,4,3,0,0
Mumbai,Chennai,3742,800,DTDC,Summer,7,1,0,0
Hyderabad,Pune,550,800,FedEx,Summer,8,3,0,0
Chennai,Hyderabad,2070,800,DTDC,Autumn,2,5,1,2
Kolkata,Mumbai,4256,800,DTDC,Winter,3,5,0,0
Kolkata,Bangalore,1248,1900,Delhivery,Autumn,1,10,0,0
Jaipur,Kolkata,1000,800,DHL,Summer,7,8,1,3
Mumbai,Pune,4477,800,BlueDart,Summer,4,1,0,0
Delhi,Chennai,2309,800,BlueDart,Autumn,10,7,0,0
Hyderabad,Ahmedabad,3917,800,FedEx,Summer,8,5,0,0
Kolkata,Hyderabad,4298,800,BlueDart,Winter,5,3,1,2
Ahmedabad,Mumbai,1090,800,Delhivery,Monsoon,9,4,1,5
Bangalore,Ahmedabad,207,800,DHL,Autumn,6,3,0,0
Bangalore,Jaipur,2204,800,DTDC,Monsoon,10,8,1,5
Lucknow,Mumbai,1608,800,DTDC,Monsoon,2,4,0,0
Delhi,Bangalore,1610,800,Delhivery,Monsoon,1,3,0,0
Bangalore,Kolkata,3702,1900,BlueDart,Autumn,1,2,1,2
Lucknow,Delhi,3875,800,DTDC,Summer,9,3,1,4
Mumbai,Lucknow,693,800,BlueDart,Winter,1,7,0,0
Kolkata,Jaipur,3093,800,Delhivery,Summer,3,6,1,3
Kolkata,Jaipur,3999,800,DTDC,Winter,2,10,1,3
Ahmedabad,Chennai,342,800,FedEx,Summer,4,5,0,0
Chennai,Hyderabad,1781,800,DHL,Monsoon,1,8,0,0
Bangalore,Kolkata,4210,1900,BlueDart,Monsoon,1,1,1,3
Mumbai,Lucknow,2731,800,BlueDart,Winter,4,3,0,0
Pune,Delhi,816,800,BlueDart,Autumn,4,2,0,0
Bangalore,Jaipur,1074,800,BlueDart,Summer,7,2,1,3
Delhi,Bangalore,898,800,Delhivery,Monsoon,8,1,1,4
Chennai,Mumbai,2933,800,Delhivery,Winter,8,5,0,0
Bangalore,Chennai,330,350,Delhivery,Summer,8,5,1,3
Mumbai,Lucknow,3967,800,Delhivery,Winter,9,3,0,0
Bangalore,Chennai,2392,350,DTDC,Autumn,1,9,0,0
Delhi,Lucknow,3241,800,Delhivery,Autumn,9,6,1,4
Pune,Ahmedabad,2321,800,DTDC,Summer,10,10,1,5
Hyderabad,Mumbai,3611,800,FedEx,Autumn,8,6,1,3
Jaipur,Kolkata,1510,800,Delhivery,Summer,1,10,1,3
Pune,Lucknow,1578,800,FedEx,Summer,7,6,1,3
Lucknow,Bangalore,3291,800,Delhivery,Autumn,9,2,1,3
Bangalore,Lucknow,1529,800,FedEx,Winter,4,10,0,0
Kolkata,Hyderabad,1928,800,DHL,Winter,9,10,1,4
Ahmedabad,Lucknow,4099,800,FedEx,Summer,1,8,0,0
Kolkata,Ahmedabad,1875,800,DTDC,Monsoon,9,6,1,5
Pune,Lucknow,1415,800,BlueDart,Summer,6,3,0,0
Kolkata,Pune,2733,800,FedEx,Winter,4,10,0,0
Mumbai,Pune,14,800,BlueDart,Summer,5,9,0,0
Kolkata,Jaipur,1178,800,DHL,Winter,7,2,0,0
Chennai,Pune,2408,800,DHL,Autumn,10,7,1,4
Hyderabad,Lucknow,2640,800,DTDC,Summer,4,3,0,0
Bangalore,Lucknow,357,800,DTDC,Summer,8,6,1,4
Kolkata,Ahmedabad,4230,800,FedEx,Autumn,3,5,0,0
Delhi,Pune,1823,800,Delhivery,Autumn,2,6,0,0
Hyderabad,Delhi,3352,800,DHL,Monsoon,1,8,1,3
Hyderabad,Lucknow,2584,800,BlueDart,Autumn,6,3,1,3
Kolkata,Mumbai,3835,800,Delhivery,Monsoon,2,2,0,0
Hyderabad,Mumbai,4603,800,DHL,Autumn,8,8,1,4
Ahmedabad,Bangalore,62,800,FedEx,Winter,10,1,0,0
Kolkata,Ahmedabad,158,800,DHL,Summer,4,2,0,0
Mumbai,Hyderabad,512,800,DTDC,Autumn,9,10,1,4
Pune,Delhi,879,800,BlueDart,Winter,4,1,1,2
Chennai,Lucknow,3531,800,BlueDart,Autumn,4,5,1,2
Jaipur,Chennai,4324,800,DTDC,Summer,8,8,1,4
Lucknow,Chennai,3881,800,Delhivery,Autumn,8,2,0,0
Hyderabad,Kolkata,1310,800,DTDC,Autumn,5,4,0,0
Mumbai,Jaipur,2509,800,BlueDart,Summer,3,4,0,0
Bangalore,Kolkata,4043,1900,FedEx,Autumn,2,7,0,0
Bangalore,Hyderabad,3299,800,Delhivery,Summer,9,1,0,0
Lucknow,Chennai,4843,800,DHL,Monsoon,9,9,0,0
Chennai,Ahmedabad,3863,800,FedEx,Autumn,5,3,0,0
Hyderabad,Bangalore,2461,800,Delhivery,Winter,8,6,0,0
Ahmedabad,Jaipur,4395,800,BlueDart,Autumn,7,10,0,0
Lucknow,Hyderabad,348,800,BlueDart,Summer,3,5,0,0
Chennai,Hyderabad,2834,800,FedEx,Summer,5,4,1,2
Hyderabad,Delhi,1703,800,Delhivery,Winter,9,9,1,4
Mumbai,Pune,996,800,DHL,Winter,4,9,0,0
Pune,Delhi,3500,800,DHL,Summer,3,1,0,0
Ahmedabad,Mumbai,2743,800,DTDC,Monsoon,7,7,0,0
Jaipur,Ahmedabad,3777,800,FedEx,Monsoon,8,10,0,0
Bangalore,Hyderabad,4086,800,Delhivery,Summer,5,9,0,0
Delhi,Mumbai,2016,800,FedEx,Monsoon,8,5,1,4
Mumbai,Kolkata,3117,800,DHL,Winter,5,1,0,0
Bangalore,Kolkata,4478,1900,Delhivery,Monsoon,9,8,1,6
Kolkata,Pune,3340,800,BlueDart,Winter,7,5,1,3
Delhi,Lucknow,3051,800,BlueDart,Autumn,5,6,0,0
Bangalore,Delhi,540,800,Delhivery,Winter,9,7,1,4
Chennai,Mumbai,933,800,FedEx,Autumn,5,10,1,3
Ahmedabad,Delhi,4128,800,FedEx,Winter,8,7,1,4
Bangalore,Pune,250,800,BlueDart,Winter,4,7,0,0
Jaipur,Hyderabad,1906,800,BlueDart,Monsoon,9,1,1,4
Pune,Chennai,3334,800,DHL,Winter,6,7,0,0
Chennai,Mumbai,823,800,Delhivery,Summer,6,3,1,3
Mumbai,Delhi,4760,800,FedEx,Autumn,3,5,1,2
Mumbai,Hyderabad,792,800,DHL,Autumn,3,10,0,0
Mumbai,Delhi,4065,800,FedEx,Winter,4,5,0,0
Mumbai,Pune,17,800,BlueDart,Summer,1,8,0,0
Pune,Mumbai,3783,800,Delhivery,Winter,6,7,0,0
Bangalore,Mumbai,4680,800,DTDC,Winter,1,7,0,0
Hyderabad,Delhi,3149,800,Delhivery,Monsoon,4,6,0,0
Bangalore,Chennai,3799,350,DTDC,Winter,7,7,1,3
Kolkata,Mumbai,4061,800,DHL,Winter,6,7,0,0
Ahmedabad,Lucknow,527,800,DTDC,Monsoon,8,5,0,0
Delhi,Jaipur,3200,800,DTDC,Monsoon,4,5,0,0
Hyderabad,Kolkata,3112,800,DHL,Summer,9,4,0,0
Hyderabad,Delhi,4588,800,Delhivery,Monsoon,10,4,1,5
Bangalore,Hyderabad,2726,800,DHL,Autumn,8,5,1,3
Hyderabad,Ahmedabad,588,800,BlueDart,Autumn,5,10,0,0
Lucknow,Mumbai,4492,800,BlueDart,Summer,6,9,0,0
Lucknow,Chennai,4517,800,DTDC,Winter,5,6,0,0
Kolkata,Lucknow,1875,800,DHL,Summer,6,8,0,0
Delhi,Bangalore,1386,800,DHL,Monsoon,1,9,0,0
Jaipur,Kolkata,2948,800,DHL,Winter,4,4,0,0
Pune,Mumbai,915,800,Delhivery,Summer,9,7,1,4
Bangalore,Kolkata,974,1900,FedEx,Summer,4,5,0,0
Pune,Chennai,1986,800,FedEx,Autumn,2,4,0,0
Jaipur,Hyderabad,4769,800,FedEx,Summer,6,7,1,3
Bangalore,Lucknow,4930,800,Delhivery,Winter,2,3,0,0
Bangalore,Chennai,1897,350,DHL,Summer,3,1,0,0
Delhi,Lucknow,2457,800,FedEx,Summer,7,7,0,0
Pune,Hyderabad,1001,800,DHL,Monsoon,4,9,1,4
Lucknow,Ahmedabad,3566,800,DTDC,Summer,1,2,0,0
Mumbai,Bangalore,3969,800,FedEx,Winter,9,7,1,4
Pune,Hyderabad,3614,800,DTDC,Autumn,6,10,0,0
Ahmedabad,Hyderabad,1093,800,Delhivery,Autumn,9,2,0,0
Ahmedabad,Delhi,444,800,BlueDart,Autumn,3,3,0,0
Bangalore,Delhi,30,800,Delhivery,Autumn,5,10,1,4
Mumbai,Bangalore,2932,800,Delhivery,Monsoon,9,10,1,6
Chennai,Mumbai,1935,800,Delhivery,Winter,6,3,0,0
Jaipur,Kolkata,1482,800,FedEx,Monsoon,2,4,0,0
Kolkata,Jaipur,1109,800,DTDC,Autumn,1,6,0,0
Mumbai,Bangalore,2647,800,FedEx,Monsoon,9,3,1,4
Kolkata,Hyderabad,399,800,BlueDart,Summer,1,9,1,2
Pune,Jaipur,3423,800,Delhivery,Winter,5,2,0,0
Pune,Kolkata,2625,800,DHL,Summer,1,7,0,0
Kolkata,Delhi,1364,1500,BlueDart,Monsoon,5,6,1,4
Jaipur,Bangalore,4531,800,DTDC,Summer,5,2,0,0
Mumbai,Ahmedabad,15,800,BlueDart,Monsoon,7,3,0,0
Chennai,Hyderabad,200,800,FedEx,Monsoon,7,6,0,0
Bangalore,Kolkata,157,1900,DHL,Winter,10,10,1,5
Delhi,Kolkata,4510,1500,FedEx,Winter,1,4,1,2
Pune,Kolkata,4363,800,Delhivery,Winter,9,1,0,0
Ahmedabad,Delhi,3560,800,Delhivery,Autumn,1,1,0,0
Jaipur,Lucknow,4929,800,BlueDart,Winter,5,3,0,0
Delhi,Bangalore,4115,800,Delhivery,Summer,7,8,1,4
Chennai,Delhi,1120,800,Delhivery,Winter,8,4,1,3
Hyderabad,Lucknow,3843,800,DTDC,Winter,2,1,0,0
Bangalore,Chennai,4943,350,DTDC,Winter,1,8,0,0
Pune,Ahmedabad,634,800,FedEx,Monsoon,4,10,1,4
Bangalore,Kolkata,4135,1900,FedEx,Monsoon,4,6,1,4
Delhi,Ahmedabad,2185,800,DTDC,Winter,10,1,0,0
Bangalore,Kolkata,3159,1900,BlueDart,Monsoon,6,10,1,5
Hyderabad,Pune,1088,800,DTDC,Monsoon,1,10,0,0
Delhi,Mumbai,3561,800,FedEx,Autumn,1,6,0,0
Pune,Bangalore,2362,800,DHL,Summer,3,1,1,2
Mumbai,Chennai,555,800,Delhivery,Monsoon,5,10,1,5
Ahmedabad,Mumbai,1205,800,DHL,Summer,6,10,1,4
Delhi,Ahmedabad,2079,800,DHL,Monsoon,5,3,0,0
Lucknow,Jaipur,3368,800,Delhivery,Winter,5,2,0,0
Hyderabad,Jaipur,2448,800,DTDC,Monsoon,9,4,1,5
Delhi,Pune,626,800,BlueDart,Monsoon,2,2,0,0
Delhi,Jaipur,4254,800,DHL,Summer,1,5,0,0
Lucknow,Hyderabad,3353,800,BlueDart,Winter,6,4,0,0
Pune,Lucknow,1821,800,FedEx,Autumn,9,6,1,4
Delhi,Chennai,181,800,DHL,Summer,7,7,1,3
Ahmedabad,Lucknow,4152,800,FedEx,Winter,8,2,0,0
Bangalore,Kolkata,635,1900,DTDC,Winter,5,2,1,3
Pune,Ahmedabad,4073,800,DHL,Summer,10,8,1,4
Ahmedabad,Lucknow,2264,800,FedEx,Monsoon,4,9,0,0
Pune,Delhi,462,800,FedEx,Winter,6,5,0,0
Ahmedabad,Delhi,1428,800,DTDC,Autumn,3,7,0,0
Hyderabad,Lucknow,763,800,BlueDart,Monsoon,1,9,1,3
Ahmedabad,Bangalore,3382,800,BlueDart,Summer,4,1,1,2
Kolkata,Lucknow,2733,800,DHL,Summer,9,8,1,4
Ahmedabad,Kolkata,3020,800,DTDC,Summer,4,10,0,0
Mumbai,Ahmedabad,2921,800,DHL,Summer,1,10,0,0
Mumbai,Bangalore,1235,800,BlueDart,Autumn,4,9,0,0
Jaipur,Pune,177,800,DTDC,Autumn,7,9,0,0
Kolkata,Lucknow,3695,800,Delhivery,Winter,3,10,0,0
Kolkata,Delhi,95,1500,DTDC,Autumn,10,7,1,5
Bangalore,Ahmedabad,1687,800,DTDC,Summer,6,10,1,4
Kolkata,Ahmedabad,1992,800,Delhivery,Autumn,1,3,0,0
Bangalore,Jaipur,4954,800,FedEx,Monsoon,4,5,1,3
Jaipur,Kolkata,1496,800,FedEx,Monsoon,3,2,1,3
Jaipur,Lucknow,451,800,FedEx,Winter,1,10,0,0
Hyderabad,Mumbai,280,800,BlueDart,Summer,3,3,1,2
Mumbai,Lucknow,353,800,DTDC,Autumn,4,10,0,0
Ahmedabad,Pune,1216,800,Delhivery,Winter,5,7,0,0
Ahmedabad,Chennai,3091,800,BlueDart,Winter,6,1,1,2
Lucknow,Bangalore,1267,800,Delhivery,Autumn,2,3,1,2
Lucknow,Hyderabad,2301,800,BlueDart,Winter,2,5,0,0
Chennai,Mumbai,1542,800,BlueDart,Summer,6,4,1,3
Pune,Bangalore,3432,800,BlueDart,Autumn,5,3,0,0
Hyderabad,Delhi,4372,800,Delhivery,Monsoon,1,6,0,0
Chennai,Lucknow,1663,800,DHL,Monsoon,3,6,0,0
Chennai,Bangalore,4998,350,BlueDart,Autumn,5,4,0,0
Delhi,Bangalore,248,800,FedEx,Winter,2,9,0,0
Delhi,Kolkata,924,1500,DTDC,Winter,1,6,0,0
Chennai,Delhi,1448,800,DHL,Monsoon,9,9,1,5
Kolkata,Mumbai,3026,800,DHL,Monsoon,5,10,1,4
Pune,Hyderabad,1470,800,Delhivery,Summer,2,10,0,0
Hyderabad,Jaipur,3089,800,DHL,Winter,10,2,1,3
Chennai,Delhi,2268,800,Delhivery,Summer,4,6,0,0
Ahmedabad,Lucknow,376,800,Delhivery,Monsoon,3,4,1,3
Pune,Bangalore,3001,800,FedEx,Monsoon,7,2,1,4
Delhi,Jaipur,3751,800,BlueDart,Monsoon,1,5,0,0
Ahmedabad,Jaipur,95,800,DHL,Monsoon,10,3,0,0
Delhi,Chennai,2503,800,BlueDart,Summer,4,6,0,0
Delhi,Chennai,4725,800,BlueDart,Monsoon,7,8,1,4
Pune,Hyderabad,141,800,BlueDart,Autumn,10,4,0,0
Delhi,Mumbai,913,800,Delhivery,Winter,5,4,0,0
Jaipur,Chennai,3466,800,BlueDart,Monsoon,4,5,1,3
Mumbai,Delhi,1231,800,DHL,Winter,4,6,1,3
Jaipur,Bangalore,1773,800,Delhivery,Monsoon,2,7,1,4
Mumbai,Lucknow,2814,800,DHL,Summer,8,6,0,0
Lucknow,Kolkata,1236,800,Delhivery,Winter,4,7,1,3
Lucknow,Kolkata,1294,800,DTDC,Summer,2,9,0,0
Delhi,Kolkata,699,1500,DTDC,Monsoon,9,4,1,5
Hyderabad,Bangalore,4792,800,DTDC,Autumn,10,10,0,0
Hyderabad,Kolkata,4891,800,DTDC,Autumn,7,1,0,0
Mumbai,Kolkata,4445,800,Delhivery,Autumn,3,9,0,0
Ahmedabad,Jaipur,4517,800,BlueDart,Autumn,7,7,1,3
Pune,Chennai,2006,800,FedEx,Autumn,1,4,0,0
Delhi,Jaipur,4391,800,FedEx,Summer,1,10,0,0
Pune,Hyderabad,1119,800,DTDC,Autumn,4,8,0,0
Jaipur,Kolkata,4955,800,BlueDart,Monsoon,4,7,1,4
Hyderabad,Chennai,439,800,DHL,Summer,4,2,0,0
Kolkata,Chennai,4136,1660,BlueDart,Summer,9,1,0,0
Jaipur,Chennai,3791,800,DHL,Autumn,6,9,1,3
Jaipur,Lucknow,612,800,FedEx,Winter,3,7,0,0
Mumbai,Kolkata,449,800,BlueDart,Monsoon,6,10,1,5
Bangalore,Lucknow,994,800,BlueDart,Summer,2,1,0,0
Jaipur,Hyderabad,1928,800,FedEx,Monsoon,2,4,0,0
Delhi,Pune,4517,800,BlueDart,Winter,7,5,1,3
Chennai,Bangalore,537,350,DHL,Summer,3,5,0,0
Chennai,Jaipur,4415,800,BlueDart,Monsoon,7,5,1,4
Delhi,Chennai,3006,800,DHL,Autumn,3,3,0,0
Bangalore,Mumbai,3477,800,DTDC,Summer,2,5,1,2
Bangalore,Hyderabad,1371,800,BlueDart,Summer,4,4,1,2
Mumbai,Bangalore,713,800,DHL,Summer,4,5,0,0
Hyderabad,Ahmedabad,672,800,FedEx,Summer,3,7,0,0
Pune,Lucknow,374,800,DTDC,Autumn,9,5,1,4
Bangalore,Mumbai,932,800,BlueDart,Winter,6,8,0,0
Kolkata,Chennai,3866,1660,DHL,Winter,5,8,0,0
Mumbai,Delhi,185,800,BlueDart,Monsoon,6,3,1,4
Lucknow,Mumbai,945,800,DHL,Autumn,8,5,0,0
Ahmedabad,Jaipur,391,800,BlueDart,Autumn,5,4,0,0
Lucknow,Delhi,315,800,DTDC,Monsoon,4,5,1,4
Mumbai,Delhi,4707,800,DTDC,Autumn,7,8,0,0
Jaipur,Pune,2400,800,BlueDart,Autumn,5,4,1,2
Pune,Chennai,2213,800,BlueDart,Summer,4,5,1,2
Ahmedabad,Bangalore,4817,800,Delhivery,Summer,5,7,0,0
Lucknow,Chennai,1475,800,BlueDart,Summer,4,3,0,0
Ahmedabad,Kolkata,3281,800,BlueDart,Autumn,8,6,0,0
Kolkata,Mumbai,412,800,DTDC,Autumn,8,9,1,4
Kolkata,Mumbai,4719,800,BlueDart,Winter,1,4,1,2
Kolkata,Bangalore,2680,1900,FedEx,Summer,3,4,1,3
Mumbai,Ahmedabad,1811,800,BlueDart,Monsoon,4,6,1,4
Pune,Mumbai,2660,800,Delhivery,Autumn,2,6,0,0
Mumbai,Bangalore,186,800,DHL,Summer,5,3,0,0
Chennai,Pune,4554,800,DTDC,Winter,8,1,0,0
Jaipur,Mumbai,752,800,FedEx,Summer,2,3,0,0
Jaipur,Ahmedabad,2358,800,DHL,Winter,9,8,0,0
Kolkata,Chennai,4412,1660,FedEx,Winter,7,8,0,0
Chennai,Ahmedabad,760,800,DTDC,Autumn,6,6,1,3
Bangalore,Jaipur,878,800,Delhivery,Winter,8,7,0,0
Bangalore,Lucknow,4072,800,DTDC,Winter,2,2,0,0
Kolkata,Ahmedabad,3977,800,FedEx,Monsoon,5,9,0,0
Lucknow,Jaipur,223,800,FedEx,Winter,4,3,0,0
Mumbai,Kolkata,1627,800,DTDC,Monsoon,8,2,1,4
Kolkata,Ahmedabad,2540,800,BlueDart,Monsoon,1,5,0,0
Hyderabad,Jaipur,3343,800,DTDC,Summer,3,1,0,0
Ahmedabad,Lucknow,1607,800,Delhivery,Summer,10,5,1,4
Jaipur,Bangalore,521,800,DTDC,Autumn,8,10,0,0
Bangalore,Delhi,262,800,DHL,Autumn,5,4,1,2
Delhi,Ahmedabad,4143,800,BlueDart,Autumn,4,6,0,0
Bangalore,Kolkata,638,1900,DHL,Winter,6,5,0,0
Jaipur,Mumbai,3486,800,DTDC,Summer,5,9,1,4
Ahmedabad,Jaipur,996,800,BlueDart,Winter,3,5,0,0
Jaipur,Lucknow,1735,800,DHL,Summer,5,8,1,3
Delhi,Lucknow,2103,800,DHL,Winter,4,2,1,2
Kolkata,Delhi,1711,1500,BlueDart,Autumn,1,3,0,0
Chennai,Lucknow,314,800,BlueDart,Summer,1,3,0,0
Delhi,Pune,4088,800,FedEx,Summer,7,3,0,0
Jaipur,Kolkata,2290,800,BlueDart,Monsoon,4,6,0,0
Jaipur,Ahmedabad,4350,800,DTDC,Summer,1,7,0,0
Hyderabad,Lucknow,2817,800,Delhivery,Summer,6,7,0,0
Hyderabad,Jaipur,2896,800,FedEx,Winter,1,7,0,0
Pune,Hyderabad,3464,800,BlueDart,Autumn,8,3,0,0
Hyderabad,Chennai,1034,800,Delhivery,Monsoon,9,1,1,4
Mumbai,Delhi,4322,800,FedEx,Winter,3,6,0,0
Chennai,Ahmedabad,2985,800,DTDC,Summer,7,3,1,3
Ahmedabad,Bangalore,516,800,Delhivery,Winter,5,3,0,0
Delhi,Ahmedabad,4866,800,BlueDart,Autumn,3,3,1,2
Jaipur,Hyderabad,2961,800,BlueDart,Monsoon,5,9,1,4
Pune,Chennai,1063,800,DTDC,Winter,10,4,1,4
Pune,Delhi,2684,800,FedEx,Summer,7,5,0,0
Ahmedabad,Lucknow,2577,800,Delhivery,Winter,7,3,0,0
Chennai,Delhi,1914,800,DTDC,Summer,9,10,1,4
Delhi,Chennai,4380,800,FedEx,Monsoon,8,1,0,0
Bangalore,Mumbai,4597,800,DHL,Monsoon,4,4,0,0
Hyderabad,Pune,4932,800,DHL,Winter,5,1,0,0
Kolkata,Mumbai,2904,800,FedEx,Monsoon,5,7,1,4
Pune,Lucknow,1110,800,BlueDart,Autumn,10,7,1,4
Hyderabad,Mumbai,3671,800,BlueDart,Winter,2,4,0,0
Hyderabad,Kolkata,1646,800,DHL,Summer,7,5,0,0
Mumbai,Pune,1465,800,BlueDart,Winter,7,10,0,0
Chennai,Bangalore,3623,350,BlueDart,Summer,9,7,0,0
Kolkata,Lucknow,48,800,FedEx,Monsoon,9,6,1,5
Bangalore,Jaipur,3094,800,FedEx,Summer,4,4,0,0
Jaipur,Bangalore,4249,800,BlueDart,Summer,5,4,1,2
Mumbai,Hyderabad,2741,800,FedEx,Summer,7,2,1,3
Hyderabad,Pune,2425,800,Delhivery,Summer,10,10,1,5
Hyderabad,Chennai,768,800,DHL,Autumn,7,2,0,0
Lucknow,Kolkata,4352,800,Delhivery,Summer,10,4,0,0
